beta_true_labels,beta_mislabelled,bias
0.30898919723603524,0.3254464329403438,0.01645723570430857
-0.26854464174773063,-0.3942874781755478,-0.1257428364278172
-0.07358396153340961,-0.026671667607848587,0.046912293925561024
-0.0200847061216933,0.11846582787931623,0.13855053400100953
0.22381267986982695,0.013945439333031329,-0.20986724053679562
-0.14500129104522635,0.004515271344813922,0.14951656239004027
-0.03664218669904383,-0.2884618044475104,-0.25181961774846656
0.10935711794534453,0.1190914203441184,0.009734302398773875
0.1093387768566452,0.31015937668429433,0.20082059982764913
-0.21699338392487325,-0.2731859377891541,-0.056192553864280875
0.5099625925743334,0.4877606060802221,-0.022201986494111314
-0.1148140967987629,-0.047967342342193575,0.06684675445656932
0.059425744514163936,0.34267062997850695,0.283244885464343
0.041332192924031785,0.04240235564803562,0.0010701627240038356
0.2757484637427683,0.24563906916595604,-0.03010939457681225
0.11493289567425914,0.06799350585403774,-0.0469393898202214
-0.2773171245425049,-0.17343780175951615,0.10387932278298875
-0.1752897062312414,-0.23720041492582,-0.0619107086945786
-0.010804957251340008,-0.024423484401146528,-0.01361852714980652
-0.027653967048685463,-0.14027716093807419,-0.11262319388938873
-0.016228323832448988,-0.16446170625704565,-0.14823338242459666
-0.2669798823219372,-0.15267557125926584,0.11430431106267136
-0.24544206185968884,-0.27506682711586233,-0.029624765256173496
0.11158126796203384,0.1990996855507211,0.08751841758868727
0.22240780778155403,0.09287554959546784,-0.12953225818608619
0.08063734224975183,-0.17391145381780232,-0.25454879606755415
-0.12634556911173003,-0.027215439824206183,0.09913012928752385
-0.540137174452062,-0.42597924094719125,0.11415793350487075
-0.29727421313272007,-0.2321159117890889,0.06515830134363115
-0.2627321729403733,0.019838007606174213,0.28257018054654753
-0.0626884396537072,0.10199691288054105,0.16468535253424826
0.3920022188848289,0.24933881660986218,-0.1426634022749667
0.13077355269699148,0.035012796456104306,-0.09576075624088717
-0.018636402580686807,0.023519759557123293,0.0421561621378101
-0.07314246341213293,-0.4101186709999939,-0.33697620758786095
0.061143220903873745,0.11565249660931884,0.054509275705445094
-0.12604133416752084,-0.11084914187626946,0.015192192291251377
-0.14418223787099152,0.13678700040235928,0.2809692382733508
0.010656401730347181,0.05831203751831726,0.04765563578797008
0.04318987191749268,-0.1165129457056669,-0.15970281762315958
0.23093497242100314,0.1751549996188852,-0.05577997280211794
0.01810872557828109,0.13531062234779692,0.11720189676951584
0.3784263334228566,0.09482916580390274,-0.2835971676189538
-0.001234388128253272,-0.14883169338875893,-0.14759730526050566
0.09713635459917186,0.3348049261017745,0.23766857150260262
-0.12741417882069628,-0.1402516879838918,-0.01283750916319551
-0.06514808405817296,-0.33648722944844983,-0.27133914539027687
-0.37163373269667077,-0.0528614406832128,0.31877229201345797
-0.07579168976960386,-0.08629193404397557,-0.010500244274371712
0.05503966075416486,-0.07765385913575576,-0.13269351988992062
0.12848998275371867,0.1256910550229866,-0.002798927730732065
0.31091939959088544,0.22438783026964654,-0.0865315693212389
-0.31373180427326786,0.08238509864117807,0.3961169029144459
-0.35699912440304504,-0.17088303590595522,0.18611608849708983
0.25309777652516996,0.3405267210349261,0.08742894450975613
0.024823359459582535,0.016657243114607104,-0.008166116344975431
-0.0810452885926905,-0.0346234018614279,0.0464218867312626
-0.13767117866360426,0.02374751800921833,0.1614186966728226
0.30663764377519875,0.26319056891299175,-0.043447074862207
0.17469319741600436,0.23721064411673806,0.0625174467007337
0.11670051410968464,0.257664535454812,0.14096402134512737
0.20873206739666036,0.017805124330025707,-0.19092694306663466
0.24017226610865267,0.04659878648979926,-0.1935734796188534
0.08913966007719479,-0.057260084165777714,-0.1463997442429725
-0.18279594609174082,-0.3879089707547788,-0.205113024663038
0.03886727157988988,0.05849990286050872,0.01963263128061884
-0.13261231943308166,-0.44235118773797,-0.30973886830488834
-0.3000272303972331,-0.2643742904787244,0.03565293991850871
0.0797175403022768,0.013620772763348499,-0.0660967675389283
0.46147979394249217,0.29480225483793104,-0.16667753910456112
-0.5014026758582871,-0.18106746016733785,0.32033521569094925
0.14006234563141054,-0.046910895039384726,-0.18697324067079527
-0.052746029851240606,-0.003260819293419162,0.049485210557821444
-0.0348243964853599,-0.16603962375249903,-0.13121522726713913
0.07754783735869329,0.18137900661109696,0.10383116925240367
0.24533020435596264,-0.26472448325002673,-0.5100546876059894
0.1748871611736311,0.12564907487813012,-0.04923808629550097
0.24752860794175705,0.1776039332865426,-0.06992467465521446
-0.10985511850338478,0.01065496189213229,0.12051008039551707
0.3127259847408761,-0.07993170056257348,-0.3926576853034496
0.032857935442399816,-0.06023345566659453,-0.09309139110899434
-0.10068507960845638,-0.00233763058085917,0.0983474490275972
-0.5147023304368273,-0.18367662845407584,0.3310257019827515
-0.31094124115640565,-0.1698979773030468,0.14104326385335886
-0.003807886543276559,0.1409782466590096,0.14478613320228617
-0.24004351529803789,-0.012235144932471284,0.22780837036556661
0.12438854682748637,0.10804563992571346,-0.01634290690177291
-0.02204788867645903,-0.006553841674078379,0.01549404700238065
-0.09931376397949043,0.04655590322472569,0.14586966720421612
0.2926077097563498,0.2692602530043696,-0.02334745675198019
-0.21468809411642162,-0.038508269148927854,0.17617982496749376
-0.07239285057187593,-0.06879201959859271,0.0036008309732832172
0.18222967036364307,0.10584084017290751,-0.07638883019073556
0.05230294232688276,-0.07516321160917754,-0.1274661539360603
-0.021352877485949384,-0.15991320248340543,-0.13856032499745605
-0.017280689837471275,-0.0915293766368291,-0.07424868679935782
0.2968626737996268,0.14384539125533594,-0.15301728254429084
-0.04338427596755404,0.17549823348496268,0.21888250945251672
-0.19422194090943384,-0.022634938621370976,0.17158700228806287
0.14609917095621527,0.3322654048453888,0.18616623388917353
-0.07162553010659253,-0.19834828496809565,-0.1267227548615031
-0.22379978485399887,-0.17589067087229088,0.047909113981707996
0.19227180522192583,0.1930679062548741,0.0007961010329482765
-0.348011476432619,-0.2190978005813937,0.1289136758512253
-0.13819711514581773,0.18553218197339674,0.3237292971192145
0.07272473516100819,0.046810249396575875,-0.025914485764432317
0.5263101106290673,0.48520281099471957,-0.04110729963434773
-0.060317401920023446,-0.09605069430364771,-0.035733292383624264
-0.11815248156972753,0.08356162907778622,0.20171411064751377
0.040955990682612006,-0.050638793411643054,-0.09159478409425506
0.007962587841638141,0.0785990068587478,0.07063641901710965
0.330041706612042,0.1407020770723444,-0.18933962953969763
-0.562211554006111,-0.33638096918276944,0.22583058482334156
0.02190753778801199,0.1802333888819715,0.1583258510939595
-0.0895036748716859,-0.033638305860494315,0.05586536901119158
-0.18822096046979214,-0.19709395456239767,-0.00887299409260553
0.0867365244870846,-0.026696231100375743,-0.11343275558746035
0.18384036139889048,0.14499174285413144,-0.038848618544759045
0.04812238597815235,-0.012481815117341866,-0.06060420109549421
0.024342858790846886,-0.027662855257178223,-0.052005714048025106
0.4172189192389818,0.39294100431211265,-0.02427791492686915
0.5590275866777754,0.546776713271642,-0.0122508734061334
-0.253478814635298,-0.14357094265809922,0.10990787197719876
0.009004768961985377,-0.1196109122461967,-0.12861568120818206
-0.22692416738405666,-0.07512983586574788,0.1517943315183088
-0.1572151989078721,0.21063340001331113,0.36784859892118327
0.2863865503426361,0.2807608804244995,-0.005625669918136622
0.03780070987046865,-0.021346280560475737,-0.05914699043094439
0.08317385753291433,0.020136148960141695,-0.06303770857277263
0.006098845358581448,0.016119004304915162,0.010020158946333714
-0.06471684532730894,-0.17327409846859274,-0.1085572531412838
0.042000398235653186,0.10267673925517576,0.06067634101952257
0.09310112685492553,0.008327330727587423,-0.0847737961273381
-0.4841621012781641,-0.14961934159302015,0.33454275968514396
0.12331341042620378,0.09297927407461686,-0.030334136351586924
0.0934023553735202,0.26591160113201867,0.17250924575849846
0.14947894122131103,0.11577839220684435,-0.033700549014466674
-0.6887742664000618,-0.23673408240818916,0.4520401839918726
-0.21735429233781461,-0.30726019310362374,-0.08990590076580912
0.030015206486854074,-0.07645160048216851,-0.10646680696902258
0.20221625170053625,0.1622367492138391,-0.039979502486697155
-0.20464709732882336,-0.2823374252057312,-0.07769032787690783
-0.05331707026170247,0.07246298698801908,0.12578005724972155
0.19272261265338717,-0.10264522510489207,-0.29536783775827924
0.06773860985039623,0.210086664493011,0.14234805464261477
-0.1435533864786896,0.3540902908181748,0.4976436772968644
0.17196246559108513,-0.09925379314828806,-0.27121625873937316
