fund_id,fund_name,vintage,commitment,contributions,distributions,total_value,nav,tvpi_reported,reported_multiple,net_irr,not_meaningful,sold_secondary,fully_uncalled,source,as_of
OPERF::2000 Riverside Capital Appreciation Fund,2000 Riverside Capital Appreciation Fund,2000,50000000.0,45700000.0,80400000.0,80400000.0,0.0,1.7592997811816193,1.76,0.191,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::2003 Riverside Capital Appreciation Fund,2003 Riverside Capital Appreciation Fund,2003,75000000.0,80700000.0,157200000.0,157200000.0,0.0,1.9479553903345725,1.95,0.172,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::A&M Capital Partners,A&M Capital Partners,2012,100000000.0,75400000.0,135300000.0,165500000.0,30200000.0,2.1949602122015914,2.2,0.251,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::A&M Capital Partners Europe I,A&M Capital Partners Europe I,2018,151500000.0,121700000.0,2800000.0,207400000.0,204600000.0,1.704190632703369,1.7,0.168,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::A&M Capital Partners II,A&M Capital Partners II,2018,200000000.0,187700000.0,145500000.0,400800000.0,255300000.0,2.135322322855621,2.13,0.35100000000000003,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::A&M Capital Partners III,A&M Capital Partners III,2021,200000000.0,63400000.0,3800000.0,80800000.0,77000000.0,1.274447949526814,1.28,,True,False,False,Oregon PERS OPERF,2025-06-30
OPERF::ACON Equity Partners IV,ACON Equity Partners IV,2016,112500000.0,123100000.0,83800000.0,180200000.0,96400000.0,1.463850528025995,1.46,0.094,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Advent Global Technology,Advent Global Technology,2019,50000000.0,49300000.0,6800000.0,73500000.0,66700000.0,1.4908722109533468,1.49,0.1,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Advent Global Technology II,Advent Global Technology II,2021,100000000.0,68000000.0,0.0,90900000.0,90900000.0,1.3367647058823529,1.34,0.15,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Advent International GPE IX,Advent International GPE IX,2019,100000000.0,95500000.0,27800000.0,158500000.0,130699999.99999999,1.6596858638743455,1.66,0.147,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Advent International GPE VI A,Advent International GPE VI A,2008,100000000.0,100000000.0,200800000.0,208600000.0,7800000.0,2.086,2.09,0.163,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Advent International GPE VII C,Advent International GPE VII C,2012,50000000.0,48100000.0,82900000.0,86900000.0,4000000.0,1.8066528066528067,1.81,0.132,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Advent International GPE X,Advent International GPE X,2022,200000000.0,103500000.0,0.0,139200000.0,139200000.0,1.344927536231884,1.34,,True,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Advent International GPE XI SCSp,Advent International GPE XI SCSp,2025,250000000.0,0.0,0.0,0.0,0.0,,,,True,False,True,Oregon PERS OPERF,2025-06-30
OPERF::Advent Latin American Private Equity Fund VI C,Advent Latin American Private Equity Fund VI C,2015,75000000.0,69800000.0,64800000.0,129800000.0,65000000.0,1.859598853868195,1.86,0.132,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Advent Latin American Private Equity Fund VII,Advent Latin American Private Equity Fund VII,2020,150000000.0,100900000.0,22500000.0,120500000.0,98000000.0,1.1942517343904857,1.19,0.07400000000000001,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::AEP IV OPERF Co-Investments,AEP IV OPERF Co-Investments,2018,37500000.0,37100000.0,15000000.0,52000000.0,37000000.0,1.4016172506738545,1.4,0.065,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Affinity Asia Pacific Fund III,Affinity Asia Pacific Fund III,2006,100000000.0,95800000.0,133500000.0,133500000.0,0.0,1.3935281837160751,1.39,0.087,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::Alpine Investors IX,Alpine Investors IX,2022,200000000.0,60000000.0,300000.0,66200000.00000001,65900000.00000001,1.1033333333333335,1.1,,True,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Alpine Investors VIII,Alpine Investors VIII,2021,100000000.0,70600000.0,2200000.0,105000000.0,102800000.0,1.4872521246458923,1.49,0.18100000000000002,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Apax Europe VII,Apax Europe VII,2007,199500000.0,220700000.0,274100000.0,274100000.0,0.0,1.2419574082464884,1.24,0.042,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::Apax IX,Apax IX,2016,250000000.0,264600000.00000003,385800000.0,473500000.0,87700000.0,1.7894935752078607,1.79,0.163,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::Apax VIII USD,Apax VIII USD,2012,150400000.0,161600000.0,255300000.0,263000000.0,7700000.0,1.6274752475247525,1.63,0.125,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Apollo Investment Fund IX,Apollo Investment Fund IX,2018,480000000.0,461500000.0,636300000.0,636300000.0,0.0,1.3787648970747561,1.38,0.133,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::Apollo Investment Fund VI,Apollo Investment Fund VI,2006,200000000.0,257399999.99999997,385200000.0,388600000.0,3400000.0,1.50971250971251,1.51,0.086,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Apollo Investment Fund VII,Apollo Investment Fund VII,2008,400000000.0,488900000.0,855100000.0,855100000.0,0.0,1.7490284311720188,1.75,0.225,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Apollo Investment Fund VIII,Apollo Investment Fund VIII,2013,400000000.0,384900000.0,579400000.0,579400000.0,0.0,1.5053260587165498,1.51,0.109,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::Aquiline Financial Services Fund,Aquiline Financial Services Fund,2005,200000000.0,210900000.0,291800000.0,353700000.0,61900000.0,1.6770981507823612,1.68,0.07400000000000001,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Aquiline Financial Services Fund II,Aquiline Financial Services Fund II,2010,100000000.0,124300000.0,165800000.0,165800000.0,0.0,1.333869670152856,1.33,0.059000000000000004,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Aquiline Financial Services Fund III,Aquiline Financial Services Fund III,2015,100000000.0,133199999.99999999,283600000.0,307700000.0,24100000.0,2.3100600600600605,2.31,0.302,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Aquiline Financial Services Fund IV,Aquiline Financial Services Fund IV,2019,200000000.0,202200000.0,53700000.0,323400000.0,269700000.0,1.599406528189911,1.6,0.133,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Aquiline Financial Services Fund V,Aquiline Financial Services Fund V,2022,200000000.0,127700000.0,500000.0,157600000.0,157100000.0,1.2341425215348474,1.23,,True,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Aquiline Oregon Co-Investment Fund,Aquiline Oregon Co-Investment Fund,2019,50000000.0,51300000.0,27600000.0,102600000.0,75000000.0,2.0,2.0,0.175,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Arsenal Capital Partners Growth,Arsenal Capital Partners Growth,2021,50000000.0,29800000.0,8100000.0,21900000.0,13800000.0,0.7348993288590604,0.74,-0.22,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Arsenal Capital Partners VI,Arsenal Capital Partners VI,2021,150000000.0,105800000.0,24500000.0,92400000.0,67900000.0,0.8733459357277883,0.87,-0.09699999999999999,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Asia Opportunity Fund II,Asia Opportunity Fund II,2005,100000000.0,121200000.0,172300000.0,172300000.0,0.0,1.4216171617161717,1.42,0.073,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Asia Opportunity Fund III,Asia Opportunity Fund III,2007,150000000.0,156500000.0,140600000.0,140600000.0,0.0,0.8984025559105431,0.9,-0.027999999999999997,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::Asia Pacific Trust,Asia Pacific Trust,1990,12800000.0,13500000.0,15900000.0,15900000.0,0.0,1.1777777777777778,1.18,0.026000000000000002,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Aurora Equity Partners II,Aurora Equity Partners II,1998,50000000.0,55900000.0,78300000.0,78300000.0,0.0,1.4007155635062611,1.4,0.046,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Aurora Equity Partners III,Aurora Equity Partners III,2004,50000000.0,52400000.0,86300000.0,86300000.0,0.0,1.6469465648854962,1.65,0.132,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Aurora Resurgence Fund,Aurora Resurgence Fund,2007,50000000.0,42700000.0,58600000.0,58600000.0,0.0,1.3723653395784543,1.37,0.16399999999999998,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::Austin Ventures X,Austin Ventures X,2008,50000000.0,49600000.0,81300000.0,81300000.0,0.0,1.6391129032258065,1.64,0.096,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::Avista Capital Partners II,Avista Capital Partners II,2008,100000000.0,132300000.00000001,211200000.0,211200000.0,0.0,1.5963718820861676,1.6,0.157,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::Avista Capital Partners III,Avista Capital Partners III,2011,100000000.0,113700000.0,113600000.0,113600000.0,0.0,0.9991204925241864,1.0,0.0,False,False,False,Oregon PERS OPERF,2025-06-30
OPERF::BCI Growth IV,BCI Growth IV,1996,50000000.0,53800000.0,36000000.0,36000000.0,0.0,0.6691449814126395,0.67,-0.067,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::BCI Growth V,BCI Growth V,1999,75000000.0,72900000.0,34500000.0,34500000.0,0.0,0.4732510288065844,0.47,-0.10800000000000001,False,True,False,Oregon PERS OPERF,2025-06-30
OPERF::BDCM Opportunity Fund,BDCM Opportunity Fund,2001,50000000.0,115200000.0,167800000.0,165000000.0,-2800000.0,1.4322916666666667,1.43,0.198,False,False,False,Oregon PERS OPERF,2025-06-30
