fund_id,fund_name,vintage,commitment,contributions,distributions,total_value,nav,tvpi_reported,reported_multiple,net_irr,not_meaningful,sold_secondary,fully_uncalled,source,as_of
OPERF::2000 Riverside Capital Appreciation Fund,2000 Riverside Capital Appreciation Fund,2001,50000000.0,45700000.0,80400000.0,80400000.0,0.0,1.7592997811816193,1.76,0.191,False,False,False,Oregon PERS OPERF,2021-12-31
OPERF::2003 Riverside Capital Appreciation Fund,2003 Riverside Capital Appreciation Fund,2003,75000000.0,80700000.0,157200000.0,157200000.0,0.0,1.9479553903345725,1.95,0.172,False,False,False,Oregon PERS OPERF,2021-12-31
OPERF::A&M Capital Partners,A&M Capital Partners,2012,100000000.0,74400000.0,124800000.0,160100000.0,35300000.0,2.1518817204301075,2.15,0.271,False,False,False,Oregon PERS OPERF,2021-12-31
OPERF::A&M Capital Partners Europe I,A&M Capital Partners Europe I,2018,151500000.0,47600000.0,1100000.0,52300000.0,51200000.0,1.0987394957983194,1.1,,True,False,False,Oregon PERS OPERF,2021-12-31
OPERF::A&M Capital Partners II,A&M Capital Partners II,2018,200000000.0,153400000.0,128000000.0,254400000.0,126400000.0,1.6584093872229466,1.66,,True,False,False,Oregon PERS OPERF,2021-12-31
OPERF::A&M Capital Partners III,A&M Capital Partners III,2022,200000000.0,0.0,0.0,-1100000.0,-1100000.0,,0.0,,True,False,True,Oregon PERS OPERF,2021-12-31
OPERF::ACON Equity Partners IV,ACON Equity Partners IV,2016,112500000.0,103500000.0,15600000.0,157200000.0,141600000.0,1.518840579710145,1.52,0.184,False,False,False,Oregon PERS OPERF,2021-12-31
OPERF::Advent Global Technology,Advent Global Technology,2019,50000000.0,45900000.0,0.0,72800000.0,72800000.0,1.5860566448801743,1.59,,True,False,False,Oregon PERS OPERF,2021-12-31
OPERF::Advent Global Technology II,Advent Global Technology II,2021,95000000.0,0.0,0.0,-400000.0,-400000.0,,0.0,,True,False,True,Oregon PERS OPERF,2021-12-31
OPERF::Advent International GPE IX,Advent International GPE IX,2019,100000000.0,56300000.0,8000000.0,163000000.0,155000000.0,2.895204262877442,2.9,,True,False,False,Oregon PERS OPERF,2021-12-31
OPERF::Advent International GPE VI A,Advent International GPE VI A,2008,100000000.0,100000000.0,200800000.0,212300000.0,11500000.0,2.123,2.12,0.16699999999999998,False,False,False,Oregon PERS OPERF,2021-12-31
OPERF::Advent International GPE VII C,Advent International GPE VII C,2012,50000000.0,47100000.0,67400000.0,90700000.0,23300000.0,1.9256900212314225,1.93,0.147,False,False,False,Oregon PERS OPERF,2021-12-31
