fund_id,fund_name,vintage,commitment,contributions,distributions,total_value,nav,tvpi_reported,reported_multiple,net_irr,not_meaningful,sold_secondary,fully_uncalled,source,as_of
OPERF::2000 Riverside Capital Appreciation Fund,2000 Riverside Capital Appreciation Fund,2000,50000000.0,45700000.0,80400000.0,80400000.0,0.0,1.7592997811816193,1.76,0.191,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::2003 Riverside Capital Appreciation Fund,2003 Riverside Capital Appreciation Fund,2003,75000000.0,80700000.0,157200000.0,157200000.0,0.0,1.9479553903345725,1.95,0.172,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::A&M Capital Partners,A&M Capital Partners,2012,100000000.0,75400000.0,135300000.0,166900000.0,31600000.0,2.213527851458886,2.21,0.258,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::A&M Capital Partners Europe I,A&M Capital Partners Europe I,2018,151500000.0,109200000.0,2500000.0,144700000.0,142200000.0,1.325091575091575,1.32,0.124,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::A&M Capital Partners II,A&M Capital Partners II,2018,200000000.0,167500000.0,130100000.0,340800000.0,210700000.0,2.0346268656716417,2.03,0.413,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::A&M Capital Partners III,A&M Capital Partners III,2021,200000000.0,47400000.0,2100000.0,60600000.0,58500000.0,1.2784810126582278,1.28,,True,False,False,Oregon PERS OPERF,2024-03-31
OPERF::ACON Equity Partners IV,ACON Equity Partners IV,2016,112500000.0,119600000.0,54900000.0,195400000.0,140500000.0,1.6337792642140467,1.63,0.139,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::Advent Global Technology,Advent Global Technology,2019,50000000.0,48000000.0,0.0,62700000.0,62700000.0,1.30625,1.31,0.09,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::Advent Global Technology II,Advent Global Technology II,2021,100000000.0,41500000.0,0.0,52500000.0,52500000.0,1.2650602409638554,1.26,,True,False,False,Oregon PERS OPERF,2024-03-31
OPERF::Advent International GPE IX,Advent International GPE IX,2019,100000000.0,93500000.0,10000000.0,139600000.0,129600000.0,1.493048128342246,1.49,0.163,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::Advent International GPE VI A,Advent International GPE VI A,2008,100000000.0,100000000.0,200800000.0,209200000.0,8400000.0,2.092,2.09,0.16399999999999998,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::Advent International GPE VII C,Advent International GPE VII C,2012,50000000.0,48100000.0,81400000.0,86900000.0,5500000.0,1.8066528066528067,1.81,0.133,False,False,False,Oregon PERS OPERF,2024-03-31
OPERF::Advent International GPE X,Advent International GPE X,2022,200000000.0,83000000.0,0.0,89200000.0,89200000.0,1.074698795180723,1.07,,True,False,False,Oregon PERS OPERF,2024-03-31
OPERF::Advent Latin American Private Equity Fund VI C,Advent Latin American Private Equity Fund VI C,2015,75000000.0,69800000.0,64800000.0,124100000.0,59300000.0,1.7779369627507164,1.78,0.139,False,False,False,Oregon PERS OPERF,2024-03-31
