fund_id,fund_name,vintage,commitment,contributions,distributions,total_value,nav,tvpi_reported,reported_multiple,net_irr,not_meaningful,sold_secondary,fully_uncalled,source,as_of
OPERF::Centerbridge Capital Partners IV,Centerbridge Capital Partners IV,2021,250000000.0,0.0,0.0,5400000.0,5400000.0,,0.0,,True,False,True,Oregon PERS OPERF,2021-09-30
OPERF::Centerbridge Special Credit Partners III,Centerbridge Special Credit Partners III,2016,150000000.0,183000000.0,142800000.0,250200000.0,107400000.0,1.3672131147540985,1.37,0.13,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Centerbridge Special Credit Partners III ‐ Flex,Centerbridge Special Credit Partners III ‐ Flex,2020,350000000.0,248500000.0,36300000.0,358600000.0,322300000.0,1.4430583501006036,1.44,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Clearlake Capital Partners VI,Clearlake Capital Partners VI,2020,150000000.0,102100000.0,5100000.0,149700000.0,144600000.0,1.4662095984329089,1.47,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::ClearVue OPERF,ClearVue OPERF,2019,100000000.0,65700000.0,0.0,75800000.0,75800000.0,1.1537290715372908,1.15,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::ClearVue Partners III,ClearVue Partners III,2019,150000000.0,142900000.0,100000.0,176300000.0,176200000.0,1.2337298810356894,1.23,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Coller International Partners IV,Coller International Partners IV,2002,50000000.0,44600000.0,60300000.0,60300000.0,0.0,1.352017937219731,1.35,0.115,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Coller International Partners V,Coller International Partners V,2006,100000000.0,87400000.0,118800000.0,118800000.0,0.0,1.3592677345537758,1.36,0.07400000000000001,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Coller International Partners VI,Coller International Partners VI,2011,100000000.0,81900000.0,120000000.0,120000000.0,0.0,1.465201465201465,1.46,0.127,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Court Square Capital Partners II,Court Square Capital Partners II,2006,100000000.0,95600000.0,171200000.0,171200000.0,0.0,1.790794979079498,1.79,0.12300000000000001,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Court Square Capital Partners III,Court Square Capital Partners III,2012,75000000.0,80400000.0,119000000.0,119000000.0,0.0,1.4800995024875623,1.48,0.18,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Crescent Mezzanine Partners VI,Crescent Mezzanine Partners VI,2012,75000000.0,83200000.0,92900000.0,92900000.0,0.0,1.1165865384615385,1.12,0.040999999999999995,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC Capital Partners Asia Pacific II,CVC Capital Partners Asia Pacific II,2005,100000000.0,124900000.0,98800000.0,98800000.0,0.0,0.7910328262610088,0.79,0.05,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC Capital Partners Asia Pacific III,CVC Capital Partners Asia Pacific III,2008,100000000.0,104800000.0,154800000.0,165000000.0,10200000.0,1.5744274809160306,1.57,0.129,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC Capital Partners Asia V,CVC Capital Partners Asia V,2020,150000000.0,10300000.0,0.0,8800000.0,8800000.0,0.8543689320388349,0.85,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC Capital Partners VI,CVC Capital Partners VI,2014,196500000.0,188800000.0,144500000.0,352400000.0,207900000.0,1.8665254237288136,1.87,0.184,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC Capital Partners VII,CVC Capital Partners VII,2017,245100000.0,163400000.0,15700000.0,266000000.0,250300000.0,1.627906976744186,1.63,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC Capital Partners VIII,CVC Capital Partners VIII,2021,356000000.0,0.0,0.0,-1900000.0,-1900000.0,,0.0,,True,False,True,Oregon PERS OPERF,2021-09-30
OPERF::CVC European Equity Partners,CVC European Equity Partners,1996,50000000.0,58600000.0,142800000.0,142800000.0,0.0,2.4368600682593855,2.43,0.265,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC European Equity Partners II,CVC European Equity Partners II,1998,150000000.0,174700000.0,367700000.0,367700000.0,0.0,2.1047510017172297,2.1,0.18899999999999997,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC European Equity Partners III,CVC European Equity Partners III,2001,150000000.0,178200000.0,446600000.0,456600000.0,10000000.0,2.5622895622895623,2.56,0.41,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC European Equity Partners IV,CVC European Equity Partners IV,2005,145500000.0,153400000.0,294400000.0,294600000.0,200000.0,1.9204693611473274,1.92,0.17,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::CVC European Equity Partners V,CVC European Equity Partners V,2008,291200000.0,271600000.0,527799999.99999994,539800000.0,12000000.0,1.9874815905743741,1.99,0.16699999999999998,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Diamond Castle Partners IV,Diamond Castle Partners IV,2005,100000000.0,99000000.0,101700000.0,101700000.0,0.0,1.0272727272727273,1.03,0.006,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Doughty Hanson & Co II,Doughty Hanson & Co II,1995,50000000.0,46300000.0,93300000.0,93300000.0,0.0,2.0151187904967602,2.01,0.45,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Doughty Hanson & Co III,Doughty Hanson & Co III,1997,250000000.0,266899999.99999997,512799999.99999994,512799999.99999994,0.0,1.9213188460097415,1.92,0.136,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Elevation Partners,Elevation Partners,2004,100000000.0,95300000.0,149200000.0,149200000.0,0.0,1.565582371458552,1.57,0.11800000000000001,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Encap Energy Capital Fund X,Encap Energy Capital Fund X,2015,90000000.0,89300000.0,32700000.000000004,117600000.0,84900000.0,1.316909294512878,1.32,0.086,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::EnCap Energy Capital Fund XI,EnCap Energy Capital Fund XI,2017,250000000.0,116700000.0,700000.0,113300000.0,112600000.0,0.9708654670094259,0.97,0.016,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Endeavour Capital Fund III,Endeavour Capital Fund III,2000,25000000.0,24500000.0,67099999.99999999,67099999.99999999,0.0,2.738775510204081,2.74,0.29600000000000004,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Endeavour Capital Fund IV,Endeavour Capital Fund IV,2004,50000000.0,46100000.0,162300000.0,162300000.0,0.0,3.5206073752711498,3.52,0.282,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Endeavour Capital Fund V,Endeavour Capital Fund V,2008,65000000.0,64900000.00000001,128000000.0,128000000.0,0.0,1.9722650231124805,1.97,0.107,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Endeavour Capital Fund VI,Endeavour Capital Fund VI,2011,95000000.0,89000000.0,132400000.0,132400000.0,0.0,1.4876404494382023,1.49,0.085,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Endeavour Capital Fund VII,Endeavour Capital Fund VII,2015,112400000.0,82500000.0,132800000.00000001,132800000.00000001,0.0,1.6096969696969698,1.61,0.14800000000000002,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Essex Woodlands Health Ventures Fund VI,Essex Woodlands Health Ventures Fund VI,2004,25000000.0,24300000.0,31200000.0,31200000.0,0.0,1.2839506172839505,1.28,0.028999999999999998,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Essex Woodlands Health Ventures Fund VII,Essex Woodlands Health Ventures Fund VII,2006,50000000.0,50000000.0,70200000.0,70200000.0,0.0,1.404,1.4,0.055999999999999994,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Essex Woodlands Health Ventures Fund VIII,Essex Woodlands Health Ventures Fund VIII,2008,100000000.0,100400000.0,77300000.0,77300000.0,0.0,0.7699203187250996,0.77,0.048,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Exxel Capital Partners V,Exxel Capital Partners V,1997,75000000.0,87000000.0,7700000.0,7700000.0,0.0,0.08850574712643679,0.09,0.0,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Exxel Capital Partners VI,Exxel Capital Partners VI,2000,50000000.0,75800000.0,21800000.0,37600000.0,15800000.0,0.49604221635883905,0.5,0.067,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Fenway Partners Capital Fund II,Fenway Partners Capital Fund II,1998,50000000.0,58500000.0,67900000.0,67900000.0,0.0,1.1606837606837608,1.16,0.042,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Fenway Partners Capital Fund III,Fenway Partners Capital Fund III,2006,50000000.0,69800000.0,104100000.0,104100000.0,0.0,1.491404011461318,1.49,0.07,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Fifth Cinven Fund,Fifth Cinven Fund,2012,75800000.0,73500000.0,98000000.0,131600000.0,33600000.0,1.7904761904761906,1.79,0.19699999999999998,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::First Reserve Fund IX,First Reserve Fund IX,2001,75000000.0,81200000.0,231000000.0,231000000.0,0.0,2.8448275862068964,2.85,0.48100000000000004,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::First Reserve Fund X,First Reserve Fund X,2004,100000000.0,100000000.0,182800000.0,182800000.0,0.0,1.828,1.83,0.31,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::First Reserve Fund XI,First Reserve Fund XI,2006,300000000.0,342100000.0,225100000.0,225100000.0,0.0,0.6579947383805904,0.66,0.107,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::First Reserve Fund XII,First Reserve Fund XII,2008,300000000.0,342100000.0,187600000.0,187600000.0,0.0,0.5483776673487284,0.55,0.16399999999999998,False,True,False,Oregon PERS OPERF,2021-09-30
OPERF::Fisher Lynch Co‐investment Partnership,Fisher Lynch Co‐investment Partnership,2006,250000000.0,282100000.0,406700000.0,415700000.0,9000000.0,1.4735909252038284,1.47,0.069,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Fisher Lynch Co‐Investment Partnership II,Fisher Lynch Co‐Investment Partnership II,2011,500000000.0,517000000.0,793900000.0,1279200000.0,485300000.0,2.474274661508704,2.47,0.20199999999999999,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Focus Ventures III,Focus Ventures III,2006,40000000.0,40000000.0,21700000.0,21700000.0,0.0,0.5425,0.54,0.1,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Fox Paine Capital Fund II,Fox Paine Capital Fund II,2000,50000000.0,49300000.0,93800000.0,93800000.0,0.0,1.9026369168356998,1.9,0.18899999999999997,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Francisco Partners Agility II,Francisco Partners Agility II,2020,50000000.0,5000000.0,0.0,6400000.0,6400000.0,1.28,1.28,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Francisco Partners II,Francisco Partners II,2006,100000000.0,100200000.0,147200000.0,160300000.0,13100000.0,1.5998003992015968,1.6,0.102,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Francisco Partners III,Francisco Partners III,2011,100000000.0,95400000.0,284200000.0,331700000.0,47500000.0,3.4769392033542976,3.48,0.24100000000000002,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Francisco Partners IV,Francisco Partners IV,2015,150000000.0,146200000.0,202200000.0,539000000.0,336800000.0,3.6867305061559508,3.69,0.363,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Francisco Partners V,Francisco Partners V,2018,200000000.0,181500000.0,19100000.0,305600000.0,286500000.0,1.6837465564738292,1.68,0.275,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Francisco Partners VI,Francisco Partners VI,2020,250000000.0,63800000.0,0.0,70000000.0,70000000.0,1.09717868338558,1.1,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::General Atlantic,General Atlantic,2016,500000000.0,772900000.0,190800000.0,1575400000.0,1384600000.0,2.038297321775133,2.04,0.39799999999999996,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Genstar Capital Partners IX,Genstar Capital Partners IX,2019,120000000.0,107900000.0,13800000.0,155500000.0,141700000.0,1.4411492122335496,1.44,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Genstar Capital Partners VIII,Genstar Capital Partners VIII,2017,100000000.0,110200000.0,60300000.0,237500000.0,177200000.0,2.1551724137931036,2.15,0.36700000000000005,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Genstar Capital Partners X,Genstar Capital Partners X,2021,140000000.0,0.0,0.0,-500000.0,-500000.0,,0.0,,True,False,True,Oregon PERS OPERF,2021-09-30
OPERF::Genstar IX Opportunities Fund I,Genstar IX Opportunities Fund I,2019,80000000.0,62900000.0,0.0,89400000.0,89400000.0,1.4213036565977741,1.42,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Genstar VIII Opportunities Fund,Genstar VIII Opportunities Fund,2017,50000000.0,48500000.0,14000000.0,80300000.0,66300000.0,1.6556701030927834,1.66,0.175,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::Genstar X Opportunities Fund I,Genstar X Opportunities Fund I,2021,85000000.0,16000000.0,0.0,15900000.0,15900000.0,0.99375,1.0,,True,False,False,Oregon PERS OPERF,2021-09-30
OPERF::GGV Capital IV,GGV Capital IV,2011,50000000.0,50300000.0,54700000.0,116700000.0,62000000.0,2.320079522862823,2.32,0.132,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::GGV Capital Select,GGV Capital Select,2015,50000000.0,47800000.0,16500000.0,82000000.0,65500000.0,1.715481171548117,1.72,0.139,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::GGV Capital V,GGV Capital V,2014,50000000.0,47800000.0,56200000.0,265200000.0,209000000.0,5.548117154811716,5.55,0.353,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::GGV Capital VI,GGV Capital VI,2016,45000000.0,44500000.0,1200000.0,114900000.0,113700000.0,2.582022471910112,2.58,0.301,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::GGV Capital VI Plus,GGV Capital VI Plus,2018,15000000.0,14100000.0,0.0,47200000.0,47200000.0,3.347517730496454,3.35,0.585,False,False,False,Oregon PERS OPERF,2021-09-30
OPERF::GGV Capital VII,GGV Capital VII,2019,64000000.0,58200000.0,0.0,87100000.0,87100000.0,1.4965635738831615,1.5,,True,False,False,Oregon PERS OPERF,2021-09-30
