fund_id,fund_name,vintage,commitment,contributions,distributions,total_value,nav,tvpi_reported,reported_multiple,net_irr,not_meaningful,sold_secondary,fully_uncalled,source,as_of
OPERF::2000 Riverside Capital Appreciation Fund,2000 Riverside Capital Appreciation Fund,2000,50000000.0,45700000.0,80400000.0,80400000.0,0.0,1.7592997811816193,1.8,0.191,False,False,False,Oregon PERS OPERF,2021-06-30
OPERF::2003 Riverside Capital Appreciation Fund,2003 Riverside Capital Appreciation Fund,2003,75000000.0,80700000.0,157200000.0,157200000.0,0.0,1.9479553903345725,2.06,0.172,False,False,False,Oregon PERS OPERF,2021-06-30
OPERF::A&M Capital Partners,A&M Capital Partners,2012,100000000.0,74200000.0,85200000.0,151200000.0,66000000.0,2.0377358490566038,2.27,0.271,False,False,False,Oregon PERS OPERF,2021-06-30
OPERF::A&M Capital Partners Europe I,A&M Capital Partners Europe I,2018,151500000.0,25500000.0,1100000.0,33100000.0,32000000.0,1.2980392156862746,1.3,,True,False,False,Oregon PERS OPERF,2021-06-30
OPERF::A&M Capital Partners II,A&M Capital Partners II,2018,200000000.0,116600000.0,36700000.0,192700000.0,156000000.0,1.6526586620926245,1.74,,True,False,False,Oregon PERS OPERF,2021-06-30
OPERF::ACON Equity Partners IV,ACON Equity Partners IV,2016,112500000.0,95500000.0,10600000.0,134400000.0,123800000.0,1.4073298429319372,1.45,0.172,False,False,False,Oregon PERS OPERF,2021-06-30
OPERF::Advent Global Technology,Advent Global Technology,2019,50000000.0,29900000.0,0.0,38200000.0,38200000.0,1.2775919732441472,1.28,,True,False,False,Oregon PERS OPERF,2021-06-30
OPERF::Advent International GPE IX,Advent International GPE IX,2019,100000000.0,42300000.0,8000000.0,81800000.0,73800000.0,1.933806146572104,1.94,,True,False,False,Oregon PERS OPERF,2021-06-30
OPERF::Advent International GPE VI A,Advent International GPE VI A,2008,100000000.0,100000000.0,200800000.0,211200000.0,10400000.0,2.112,2.11,0.16699999999999998,False,False,False,Oregon PERS OPERF,2021-06-30
OPERF::Advent International GPE VII C,Advent International GPE VII C,2012,50000000.0,47100000.0,57800000.0,96200000.0,38400000.0,2.0424628450106157,2.04,0.162,False,False,False,Oregon PERS OPERF,2021-06-30
