fund_id,fund_name,vintage,commitment,contributions,distributions,total_value,nav,tvpi_reported,reported_multiple,net_irr,not_meaningful,sold_secondary,fully_uncalled,source,as_of
OPERF::2000 Riverside Capital Appreciation Fund,2000 Riverside Capital Appreciation Fund,2000,50000000.0,45700000.0,80400000.0,80400000.0,0.0,1.7592997811816193,1.76,0.191,False,False,False,Oregon PERS OPERF,2022-12-31
OPERF::2003 Riverside Capital Appreciation Fund,2003 Riverside Capital Appreciation Fund,2003,75000000.0,80700000.0,157200000.0,157200000.0,0.0,1.9479553903345725,1.95,0.172,False,False,False,Oregon PERS OPERF,2022-12-31
OPERF::A&M Capital Partners,A&M Capital Partners,2012,100000000.0,74700000.0,125700000.0,160900000.0,35200000.0,2.1539491298527444,2.15,0.262,False,False,False,Oregon PERS OPERF,2022-12-31
OPERF::A&M Capital Partners Europe I,A&M Capital Partners Europe I,2018,151500000.0,81000000.0,1100000.0,97500000.0,96400000.0,1.2037037037037037,1.2,0.11199999999999999,False,False,False,Oregon PERS OPERF,2022-12-31
OPERF::A&M Capital Partners II,A&M Capital Partners II,2018,200000000.0,167500000.0,130100000.0,298800000.0,168700000.0,1.7838805970149254,1.78,0.501,False,False,False,Oregon PERS OPERF,2022-12-31
OPERF::A&M Capital Partners III,A&M Capital Partners III,2021,200000000.0,53900000.0,0.0,62700000.0,62700000.0,1.163265306122449,1.16,,True,False,False,Oregon PERS OPERF,2022-12-31
OPERF::ACON Equity Partners IV,ACON Equity Partners IV,2016,112500000.0,110900000.0,44700000.0,174700000.0,130000000.0,1.575293056807935,1.57,0.157,False,False,False,Oregon PERS OPERF,2022-12-31
OPERF::Advent Global Technology,Advent Global Technology,2019,50000000.0,47500000.0,0.0,56600000.0,56600000.0,1.191578947368421,1.19,,True,False,False,Oregon PERS OPERF,2022-12-31
OPERF::Advent Global Technology II,Advent Global Technology II,2021,100000000.0,33500000.0,0.0,34900000.0,34900000.0,1.0417910447761194,1.04,,True,False,False,Oregon PERS OPERF,2022-12-31
OPERF::Advent International GPE IX,Advent International GPE IX,2019,100000000.0,87000000.0,8000000.0,130800000.0,122800000.0,1.5034482758620689,1.5,0.27399999999999997,False,False,False,Oregon PERS OPERF,2022-12-31
OPERF::Advent International GPE VI A,Advent International GPE VI A,2008,100000000.0,100000000.0,200800000.0,211000000.0,10200000.0,2.11,2.11,0.165,False,False,False,Oregon PERS OPERF,2022-12-31
